selector,protocol,class,package
"element","requirements","StringTest","CollectionsTests-Strings"
"testWithoutQuoting","testing - internet","StringTest","CollectionsTests-Strings"
"otherCollection","requirements","StringTest","CollectionsTests-Strings"
"testAllButLastDo","tests - iterate on sequenced reable collections","StringTest","CollectionsTests-Strings"
"testLinesDoWithCrLf","tests - line breaking","StringTest","CollectionsTests-Strings"
"testAsInteger","tests - converting","StringTest","CollectionsTests-Strings"
"testFindTokensEscapedBy06","testing - tokenizing","StringTest","CollectionsTests-Strings"
"testFormatExtended","testing - formatting","StringTest","CollectionsTests-Strings"
"test0FixtureCopyPartOfForMultipliness","tests - fixture","StringTest","CollectionsTests-Strings"
"testFindTokensEscapedBy01","testing - tokenizing","StringTest","CollectionsTests-Strings"
"testPadRightTo","testing","StringTest","CollectionsTests-Strings"
"testPairsCollect","tests - iterate on sequenced reable collections","StringTest","CollectionsTests-Strings"
"testShallowCopyEmpty","tests - copying same contents","StringTest","CollectionsTests-Strings"
"testindexOfstartingAt","testing - converting","StringTest","CollectionsTests-Strings"
"subCollectionNotIn","requirements","StringTest","CollectionsTests-Strings"
"testWithIndexDo","tests - iterate on sequenced reable collections","StringTest","CollectionsTests-Strings"
"testReverse","tests - copying same contents","StringTest","CollectionsTests-Strings"
"testBeforeIfAbsent","tests - element accessing","StringTest","CollectionsTests-Strings"
"testCopyUpToEmpty","tests - copying part of sequenceable","StringTest","CollectionsTests-Strings"
"testWithWithWithWith","test - creation","StringTest","CollectionsTests-Strings"
"test0FixturePutOneOrMoreElementsTest","tests - fixture","StringTest","CollectionsTests-Strings"
"testPadLeftTo","testing","StringTest","CollectionsTests-Strings"
"containsAll:of:andOf:","tests - set arithmetic","StringTest","CollectionsTests-Strings"
"testFindLastNotIn","tests - iterate on sequenced reable collections","StringTest","CollectionsTests-Strings"
"testAsCommaStringOne","tests - comma and delimiter","StringTest","CollectionsTests-Strings"
"testFromToDo","tests - iterate on sequenced reable collections","StringTest","CollectionsTests-Strings"
"test0FixtureCopySameContentsTest","tests - fixture","StringTest","CollectionsTests-Strings"
"testSubStrings","testing - converting","StringTest","CollectionsTests-Strings"
"testFindTokensEscapedBy24","testing - tokenizing","StringTest","CollectionsTests-Strings"
"replacementCollectionSameSize","requirements","StringTest","CollectionsTests-Strings"
"testAt","tests - accessing","StringTest","CollectionsTests-Strings"
"setUp","initialization","StringTest","CollectionsTests-Strings"
"testFindTokensEscapedBy04","testing - tokenizing","StringTest","CollectionsTests-Strings"
"elementNotIn","requirements","StringTest","CollectionsTests-Strings"
"moreThan3Elements","requirements","StringTest","CollectionsTests-Strings"
"testMiddle","tests - element accessing","StringTest","CollectionsTests-Strings"
"nonEmptyMoreThan1Element","requirements","StringTest","CollectionsTests-Strings"
"testIndexOfIfAbsentDuplicate","tests - index accessing for multipliness","StringTest","CollectionsTests-Strings"
"testWithWithWithWithWith","test - creation","StringTest","CollectionsTests-Strings"
"testAsSmalltalkComment","tests - converting","StringTest","CollectionsTests-Strings"
"testAsStringOnDelimiterOne","tests - comma and delimiter","StringTest","CollectionsTests-Strings"
"elementInForReplacement","requirements","StringTest","CollectionsTests-Strings"
"testAtPutOutOfBounds","tests - at put","StringTest","CollectionsTests-Strings"
"elementInForIncludesTest","requirements","StringTest","CollectionsTests-Strings"
"testLastIndexOfIfAbsent","tests - index access","StringTest","CollectionsTests-Strings"
"firstIndexesOf:in:","tests - copying with replacement","StringTest","CollectionsTests-Strings"
"testLastIndexOfStartingAt","tests - index access","StringTest","CollectionsTests-Strings"
"testWithCollectError","tests - iterate on sequenced reable collections","StringTest","CollectionsTests-Strings"
"getList","as yet unclassified","StrongPointerExplorer","Tools-Explorer"
"contents","accessing","StrongPointerExplorerWrapper","Tools-Explorer"
"import","importing","StyleDeclaration","CodeImport"
"standardMessageText","printing","SubclassResponsibility","Kernel-Exceptions"
"lowerBound:","accessing","SubscriptOutOfBounds","Kernel-Exceptions"
"standardMessageText","printing","SubscriptOutOfBounds","Kernel-Exceptions"
"subscript","accessing","SubscriptOutOfBounds","Kernel-Exceptions"
"messageText","accessing","SubscriptOutOfBounds","Kernel-Exceptions"
"lowerBound","accessing","SubscriptOutOfBounds","Kernel-Exceptions"
"upperBound","accessing","SubscriptOutOfBounds","Kernel-Exceptions"
"upperBound:","accessing","SubscriptOutOfBounds","Kernel-Exceptions"
"subscript:","accessing","SubscriptOutOfBounds","Kernel-Exceptions"
"subscriptionsHandling:","accessing","SubscriptionRegistry","Announcements-Core"
"protected:","private","SubscriptionRegistry","Announcements-Core"
"reset","initialize-release","SubscriptionRegistry","Announcements-Core"
"numberOfSubscriptions","accessing","SubscriptionRegistry","Announcements-Core"
"subscriptionsOf:do:","iterating","SubscriptionRegistry","Announcements-Core"
"removeSubscriber:","add/remove","SubscriptionRegistry","Announcements-Core"
"initialize","initialize-release","SubscriptionRegistry","Announcements-Core"
"replace:with:","add/remove","SubscriptionRegistry","Announcements-Core"
"deliver:to:","private","SubscriptionRegistry","Announcements-Core"
"add:","add/remove","SubscriptionRegistry","Announcements-Core"
"remove:","add/remove","SubscriptionRegistry","Announcements-Core"
"deliver:","announcing","SubscriptionRegistry","Announcements-Core"
"deliver:to:startingAt:","private","SubscriptionRegistry","Announcements-Core"
"newLayout","transformation","SubwidgetItem","Spec-Tools-Editor"
"initialize","initialization","SubwidgetItem","Spec-Tools-Editor"
"buildClassItems","initialization","SubwidgetItem","Spec-Tools-Editor"
"model","accessing","SubwidgetItem","Spec-Tools-Editor"
"validated:","private","SubwidgetItem","Spec-Tools-Editor"
"addInLayout:","protocol","SubwidgetItem","Spec-Tools-Editor"
"transform","transformation","SubwidgetItem","Spec-Tools-Editor"
"initializeWidgets","initialization","SubwidgetItem","Spec-Tools-Editor"
"validated","protocol","SubwidgetItem","Spec-Tools-Editor"
"deleteMe","transformation","SubwidgetItem","Spec-Tools-Editor"
"model:","accessing","SubwidgetItem","Spec-Tools-Editor"
"initialExtent","protocol","SubwidgetItem","Spec-Tools-Editor"
"testInform","as yet unclassified","SupplyAnswerTests","MorphicTests-Widgets"
"testChooseDirectory","as yet unclassified","SupplyAnswerTests","MorphicTests-Widgets"
"testFillInTheBlank","as yet unclassified","SupplyAnswerTests","MorphicTests-Widgets"
"ok","private","SwitchUsers","KeyChain-UI"
"askName","private","SwitchUsers","KeyChain-UI"
"avatar","accessing","SwitchUsers","KeyChain-UI"
"usersManager:","protocol","SwitchUsers","KeyChain-UI"
"removeUser","private","SwitchUsers","KeyChain-UI"
"registerUsersEvents","initialize","SwitchUsers","KeyChain-UI"
"initialize","initialize","SwitchUsers","KeyChain-UI"
"initializePresenter","initialize","SwitchUsers","KeyChain-UI"
"registerUsersManagerEvents","initialize","SwitchUsers","KeyChain-UI"
"addUser","private","SwitchUsers","KeyChain-UI"
"usersManager","accessing","SwitchUsers","KeyChain-UI"
"initialExtent","private","SwitchUsers","KeyChain-UI"
"initializeContainer","initialize","SwitchUsers","KeyChain-UI"
"edit","accessing","SwitchUsers","KeyChain-UI"
"add","accessing","SwitchUsers","KeyChain-UI"
"initializeDialogWindow:","initialize","SwitchUsers","KeyChain-UI"
"initializeWidgets","initialize","SwitchUsers","KeyChain-UI"
"isValidUsername:","private","SwitchUsers","KeyChain-UI"
"remove","accessing","SwitchUsers","KeyChain-UI"
"label","accessing","SwitchUsers","KeyChain-UI"
"setCurrentUser:","private","SwitchUsers","KeyChain-UI"
"users","accessing","SwitchUsers","KeyChain-UI"
"userNames","private","SwitchUsers","KeyChain-UI"
"initializeButtons","initialize","SwitchUsers","KeyChain-UI"
"editUser","private","SwitchUsers","KeyChain-UI"
"capitalized","converting","Symbol","Collections-Strings"
"isKeyword","testing","Symbol","Collections-Strings"
"isBinary","testing","Symbol","Collections-Strings"
"setPostLoadDoItInMetacelloSpec:","*metacello-core","Symbol","Collections-Strings"
"setForDo:withInMetacelloConfig:","*metacello-core","Symbol","Collections-Strings"
"withFirstCharacterDownshifted","converting","Symbol","Collections-Strings"
"value:","evaluating","Symbol","Collections-Strings"
"veryDeepCopyWith:","copying","Symbol","Collections-Strings"
"separateKeywords","converting","Symbol","Collections-Strings"
"includesKey:","testing","Symbol","Collections-Strings"
"asString","converting","Symbol","Collections-Strings"
"setForVersion:withInMetacelloConfig:","*metacello-core","Symbol","Collections-Strings"
"string:","private","Symbol","Collections-Strings"
"storeOn:","printing","Symbol","Collections-Strings"
"isInfix","testing","Symbol","Collections-Strings"
"cull:","evaluating","Symbol","Collections-Strings"
"copy","copying","Symbol","Collections-Strings"
"asSymbol","converting","Symbol","Collections-Strings"
"shallowCopy","copying","Symbol","Collections-Strings"
"precedence","accessing","Symbol","Collections-Strings"
"isDoIt","testing","Symbol","Collections-Strings"
"numArgs:","system primitives","Symbol","Collections-Strings"
"isOrientedFill","printing","Symbol","Collections-Strings"
"=","comparing","Symbol","Collections-Strings"
"at:put:","accessing","Symbol","Collections-Strings"
"asMetacelloAttributeList","*metacello-core","Symbol","Collections-Strings"
"flushCache","system primitives","Symbol","Collections-Strings"
"isSymbol","testing","Symbol","Collections-Strings"
"asMetacelloAttributePath","*metacello-core","Symbol","Collections-Strings"
"setPreLoadDoItInMetacelloSpec:","*metacello-core","Symbol","Collections-Strings"
"replaceFrom:to:with:startingAt:","accessing","Symbol","Collections-Strings"
"asMutator","converting","Symbol","Collections-Strings"
"isUnary","testing","Symbol","Collections-Strings"
"errorNoModification","private","Symbol","Collections-Strings"
"testAllButLast","tests - subcollections access","SymbolTest","CollectionsTests-Strings"
"testsEndsWith","tests - begins ends with","SymbolTest","CollectionsTests-Strings"
"testCopyReplaceAllWith1Occurence","tests - copying with replacement","SymbolTest","CollectionsTests-Strings"
"testHasEqualElementsOfIdenticalCollectionObjects","tests - equality","SymbolTest","CollectionsTests-Strings"
"testLastIndexOf","tests - index access","SymbolTest","CollectionsTests-Strings"
"test0FixtureCopyWithReplacementTest","tests - fixture","SymbolTest","CollectionsTests-Strings"
"moreThan4Elements","requirements","SymbolTest","CollectionsTests-Strings"
"testFirstNElements","tests - subcollections access","SymbolTest","CollectionsTests-Strings"
"collectionWith2TimeSubcollection","requirements","SymbolTest","CollectionsTests-Strings"
"test0TStructuralEqualityTest","tests - fixture","SymbolTest","CollectionsTests-Strings"
"testCopyWithoutFirst","tests - copying with or without","SymbolTest","CollectionsTests-Strings"
"testIntersectionTwoSimilarElementsInIntersection","tests - set arithmetic","SymbolTest","CollectionsTests-Strings"
"testWithFirstCharacterDownshifted","tests","SymbolTest","CollectionsTests-Strings"
"testBefore","tests - element accessing","SymbolTest","CollectionsTests-Strings"
"testLastIndexOfDuplicate","tests - index accessing for multipliness","SymbolTest","CollectionsTests-Strings"
"testIncludesAnyNoneThere","tests - includes","SymbolTest","CollectionsTests-Strings"
"testAsSortedArray","tests - as sorted collection","SymbolTest","CollectionsTests-Strings"
"collectionWithoutEqualElements","requirements","SymbolTest","CollectionsTests-Strings"
"testAsArray","tests - converting","SymbolTest","CollectionsTests-Strings"
"testCopyNotSame","tests - copy","SymbolTest","CollectionsTests-Strings"
"testUnionOfEmpties","tests - set arithmetic","SymbolTest","CollectionsTests-Strings"
"testFindFirst","tests - iterate on sequenced reable collections","SymbolTest","CollectionsTests-Strings"
"testCopyUpToWithDuplicate","tests - copying part of sequenceable for multipliness","SymbolTest","CollectionsTests-Strings"
"testWithIndexCollect","tests - iterate on sequenced reable collections","SymbolTest","CollectionsTests-Strings"
"testPrintElementsOn","tests - printing","SymbolTest","CollectionsTests-Strings"
"expectedBehavior","testing","SymbolTest","CollectionsTests-Strings"
"testsEndsWithEmpty","tests - begins ends with","SymbolTest","CollectionsTests-Strings"
"testConcatenationWithEmpty","tests - concatenation","SymbolTest","CollectionsTests-Strings"
"testCopyWithSequenceable","tests - copying with or without","SymbolTest","CollectionsTests-Strings"
