selector,protocol,class,package
"initialize","initialization","SystemNavigation","Kernel"
"browseInstVarRefs:","*Tools-Browser","SystemNavigation","Kernel"
"allClassesAndTraits","query","SystemNavigation","Kernel"
"environment:","accessing","SystemNavigation","Kernel"
"methodsWithUnboundGlobals","query","SystemNavigation","Kernel"
"browseMessageList:name:autoSelect:refreshingBlockSelector:","*Tools-Browser","SystemNavigation","Kernel"
"browseAllSendersOf:localTo:","*Tools-Browser","SystemNavigation","Kernel"
"browseAllSelect:name:autoSelect:","*Tools-Browser","SystemNavigation","Kernel"
"allCallsOn:","query","SystemNavigation","Kernel"
"allSentMessages","query","SystemNavigation","Kernel"
"instanceSideMethodsWithNilKeyInLastLiteral","query","SystemNavigation","Kernel"
"obsoleteClasses","query","SystemNavigation","Kernel"
"unsentMessagesWithProgressBarInClass:","*Tools","SystemNavigation","Kernel"
"allImplementorsOf:","query","SystemNavigation","Kernel"
"allImplementorsOf:localTo:","query","SystemNavigation","Kernel"
"allUnimplementedCalls","query","SystemNavigation","Kernel"
"allBehaviors","query","SystemNavigation","Kernel"
"chooseInstVarAlphabeticallyFrom:thenDo:","*Tools-Browser","SystemNavigation","Kernel"
"browseAllStoresInto:from:","*Tools-Browser","SystemNavigation","Kernel"
"browseSendersOf:name:autoSelect:","*Tools-Browser","SystemNavigation","Kernel"
"browseUndeclaredReferences","*Tools-Browser","SystemNavigation","Kernel"
"browseAllUsersOfTrait:","*Tools-Browser","SystemNavigation","Kernel"
"allMethodsSelect:","query","SystemNavigation","Kernel"
"obsoleteMethodReferences","query","SystemNavigation","Kernel"
"createMethodNamed:realParent:","private","SystemNavigation","Kernel"
"unimplemented","query","SystemNavigation","Kernel"
"removeAllButPackages:","packages","SystemNavigation","Kernel"
"allPrimitiveMethods","query","SystemNavigation","Kernel"
"allUnsentMessages","query","SystemNavigation","Kernel"
"categoriesInPackageNamed:","packages","SystemNavigation","Kernel"
"browsedEnvironment:","*NautilusCommon","SystemNavigation","Kernel"
"allLocalCallsOn:ofClass:","query","SystemNavigation","Kernel"
"allUnreferencedClassVariablesOf:","query","SystemNavigation","Kernel"
"browseMessageList:name:autoSelect:","*Tools-Browser","SystemNavigation","Kernel"
"browseAllAccessesTo:from:","*Tools-Browser","SystemNavigation","Kernel"
"selectorFromPattern:withCaption:startingFrom:","*NautilusCommon","SystemNavigation","Kernel"
"browseMethodsWithString:matchCase:","*Tools-Browser","SystemNavigation","Kernel"
"browseAllReferencesToPool:from:","*Tools-Browser","SystemNavigation","Kernel"
"browseObsoleteReferences","*Tools-Browser","SystemNavigation","Kernel"
"methodHierarchyBrowserForClass:selector:","*Tools-Browser","SystemNavigation","Kernel"
"browseClassesWithNamesContaining:caseSensitive:","*Tools-Browser","SystemNavigation","Kernel"
"allAccessesTo:from:","query","SystemNavigation","Kernel"
"browseSharedPoolUsersOf:","*NautilusCommon","SystemNavigation","Kernel"
"packageOrganizerClass","*RPackage-Core","SystemNavigation","Kernel"
"allMethods","query","SystemNavigation","Kernel"
"confirmRemovalOfSelectors:on:","*NautilusCommon","SystemNavigation","Kernel"
"browseHierarchy:","*Tools-Browser","SystemNavigation","Kernel"
"browseAllSendersOf:","*Tools-Browser","SystemNavigation","Kernel"
"allReferencesTo:","query","SystemNavigation","Kernel"
"browseClassCommentsWithString:matchCase:","*Tools-Browser","SystemNavigation","Kernel"
"obsoleteBehaviors","query","SystemNavigation","Kernel"
"showMenuOf:withFirstItem:ifChosenDo:withCaption:","*Tools","SystemNavigation","Kernel"
"allClasses","query","SystemNavigation","Kernel"
"numberOfImplementorsOf:","query","SystemNavigation","Kernel"
"packageFromPattern:withCaption:","*RPackage-Core","SystemNavigation","Kernel"
"installedMethodsWithIncorrectTrailerKind","query","SystemNavigation","Kernel"
"headingAndAutoselectForLiteral:do:","private","SystemNavigation","Kernel"
"allClassesImplementing:","query","SystemNavigation","Kernel"
"browseInstVarDefs:","*Tools-Browser","SystemNavigation","Kernel"
"allSendersOf:","message sends","SystemNavigation","Kernel"
"browseMethodsWhoseNamesContain:","*Tools-Browser","SystemNavigation","Kernel"
"allStoresInto:of:","query","SystemNavigation","Kernel"
"browseAllSelect:","*Tools-Browser","SystemNavigation","Kernel"
"browseAllImplementorsOfList:title:","*Tools-Browser","SystemNavigation","Kernel"
"allObjectsDo:","query","SystemNavigation","Kernel"
"showMenuOf:withFirstItem:ifChosenDo:","*Tools","SystemNavigation","Kernel"
"environment","accessing","SystemNavigation","Kernel"
"allClassesUsingSharedPool:","query","SystemNavigation","Kernel"
"browseMessageList:name:","*Tools-Browser","SystemNavigation","Kernel"
"allUnsentMessagesIn:","query","SystemNavigation","Kernel"
"allClassesDo:","query","SystemNavigation","Kernel"
"browseAllCallsOnClass:","*Tools-Browser","SystemNavigation","Kernel"
"browseImplementorsOf:name:autoSelect:","*Tools-Browser","SystemNavigation","Kernel"
"browseClassVarRefs:","*Tools-Browser","SystemNavigation","Kernel"
"browseAllImplementorsOf:","*Tools-Browser","SystemNavigation","Kernel"
"browseClassVariables:","*Tools-Browser","SystemNavigation","Kernel"
"browseObsoleteMethodReferences","*Tools-Browser","SystemNavigation","Kernel"
"browseAllImplementorsOf:localTo:","*Tools-Browser","SystemNavigation","Kernel"
"allReferencesToPool:","query","SystemNavigation","Kernel"
"browseAllCallsOn:localTo:","*Tools-Browser","SystemNavigation","Kernel"
"doWithProgressBar:forUnsentMessagesInClass:","*Tools","SystemNavigation","Kernel"
"allClassesInPackageNamed:","packages","SystemNavigation","Kernel"
"allImplementedMessages","query","SystemNavigation","Kernel"
"browseClass:","*Tools-Browser","SystemNavigation","Kernel"
"allCallsOn:from:","query","SystemNavigation","Kernel"
"allBehaviorsDo:","query","SystemNavigation","Kernel"
"browseHierarchy:selector:","*Tools-Browser","SystemNavigation","Kernel"
"isUnsentMessage:","message sends","SystemNavigation","Kernel"
"browseUnsentMessagesInClass:","*Tools","SystemNavigation","Kernel"
"allReferencesToPool:from:","query","SystemNavigation","Kernel"
"browseMethodsWithSourceString:matchCase:","*Tools-Browser","SystemNavigation","Kernel"
"createSystemNavigationToTest","setUp-tearDown","SystemNavigationOnNewlyCreatedEnvironmentTest","Kernel"
"testEnsureDefaultEnvironmentNotUsed","testing","SystemNavigationOnNewlyCreatedEnvironmentTest","Kernel"
"testAllReferencesToPool","testing","SystemNavigationOnNewlyCreatedEnvironmentTest","Kernel"
"classFactory","accessing","SystemNavigationTest","Kernel"
"testIsUnsentMessage","testing","SystemNavigationTest","Kernel"
"systemNavigationToTest","accessing","SystemNavigationTest","Kernel"
"tearDown","setUp-tearDown","SystemNavigationTest","Kernel"
"createSystemNavigationToTest","setUp-tearDown","SystemNavigationTest","Kernel"
"testIsMessageSentInSystemAnswersMethodReference","testing","SystemNavigationTest","Kernel"
"testAllReferencesToPool","testing","SystemNavigationTest","Kernel"
"testIsMessageSentInSystemWithTheSelectorInsideAnArray","testing","SystemNavigationTest","Kernel"
"testAllReferencesToPoolWhenNoRefences","testing","SystemNavigationTest","Kernel"
"createMethodNamed:realParent:","utils","SystemNavigationTest","Kernel"
"testRetrievingCategoriesInAPackage","testing","SystemNavigationTest","Kernel"
"organizationToTest","accessing","SystemNavigationTest","Kernel"
"setUp","setUp-tearDown","SystemNavigationTest","Kernel"
"createClassFactory","setUp-tearDown","SystemNavigationTest","Kernel"
"testAllSendersOfASelector","testing","SystemNavigationTest","Kernel"
"environmentToTest","accessing","SystemNavigationTest","Kernel"
"testAllClassesDefiningClassVarNamed","testing","SystemNavigationTest","Kernel"
"testAllSendersOfReturnsExistingMethods","testing","SystemNavigationTest","Kernel"
"testIsMessageSentInSystemWithClassesActuallySendngTheMessage","testing","SystemNavigationTest","Kernel"
"testAllClassesUsingSharedPool","testing","SystemNavigationTest","Kernel"
"classesInCategory:","queries","SystemOrganizer","Kernel"
"removeCategory:","accessing","SystemOrganizer","Kernel"
"fileOutCategory:","filein/out","SystemOrganizer","Kernel"
"orderedTraitsIn:","queries","SystemOrganizer","Kernel"
"commentInventory:","queries","SystemOrganizer","Kernel"
"includesCategory:","testing","SystemOrganizer","Kernel"
"uncommentedClassesIn:","queries","SystemOrganizer","Kernel"
"environment","accessing","SystemOrganizer","Kernel"
"removeCategoriesMatching:","remove","SystemOrganizer","Kernel"
"removeMissingClasses","queries","SystemOrganizer","Kernel"
"fileOutCategory:on:initializing:","filein/out","SystemOrganizer","Kernel"
"initialize","initialization","SystemOrganizer","Kernel"
"fileOutCategory:on:","filein/out","SystemOrganizer","Kernel"
"renameCategory:toBe:","accessing","SystemOrganizer","Kernel"
"superclassOrder:","queries","SystemOrganizer","Kernel"
"removeSystemCategory:","remove","SystemOrganizer","Kernel"
"environment:","accessing","SystemOrganizer","Kernel"
"fileOut","filein/out","SystemOrganizer","Kernel"
"categoriesMatching:","queries","SystemOrganizer","Kernel"
"addCategory:","accessing","SystemOrganizer","Kernel"
"testDefault","tests","SystemOrganizerTest","Kernel"
"testThatExistingPackagenamesDoesNotContainIllegalCharacters","tests","SystemOrganizerTest","Kernel"
"testDefaultEnvironment","tests","SystemOrganizerTest","Kernel"
"decrement","API","SystemProgressItemMorph","Kernel"
"close","private","SystemProgressItemMorph","Kernel"
"initializeLabel:start:end:","private","SystemProgressItemMorph","Kernel"
"current:","API","SystemProgressItemMorph","Kernel"
"forceRefreshOnNextChange","private","SystemProgressItemMorph","Kernel"
"max:","private","SystemProgressItemMorph","Kernel"
"result","private","SystemProgressItemMorph","Kernel"
"startAt:","private","SystemProgressItemMorph","Kernel"
"changed","*Polymorph-Widgets","SystemProgressItemMorph","Kernel"
"increment","API","SystemProgressItemMorph","Kernel"
"refresh","private","SystemProgressItemMorph","Kernel"
"labelMorph","private","SystemProgressItemMorph","Kernel"
"do:","private","SystemProgressItemMorph","Kernel"
"label","API","SystemProgressItemMorph","Kernel"
"start:","private","SystemProgressItemMorph","Kernel"
"label:","API","SystemProgressItemMorph","Kernel"
"current","API","SystemProgressItemMorph","Kernel"
"beComplete","API","SystemProgressItemMorph","Kernel"
"result:","private","SystemProgressItemMorph","Kernel"
"forwardDirection:","t-rotating","SystemProgressMorph","Kernel"
"addItemShowing:","private","SystemProgressMorph","Kernel"
"addItemShowing:from:to:","private","SystemProgressMorph","Kernel"
"forwardDirection","t-rotating","SystemProgressMorph","Kernel"
"bars","private","SystemProgressMorph","Kernel"
"initialize","initialization","SystemProgressMorph","Kernel"
"lastRefresh","accessing","SystemProgressMorph","Kernel"
"maxBarWidth","private","SystemProgressMorph","Kernel"
"setDefaultParameters","initialization","SystemProgressMorph","Kernel"
"prepareForRotating","t-rotating","SystemProgressMorph","Kernel"
"setDirectionFrom:","t-rotating","SystemProgressMorph","Kernel"
"rotationDegrees:","t-rotating","SystemProgressMorph","Kernel"
"show:","private","SystemProgressMorph","Kernel"
"resize","updating","SystemProgressMorph","Kernel"
"updateProgressValue","updating","SystemProgressMorph","Kernel"
"updateColor","updating","SystemProgressMorph","Kernel"
"update:","updating","SystemProgressMorph","Kernel"
"updateWidth","updating","SystemProgressMorph","Kernel"
"close:","private","SystemProgressMorph","Kernel"
"show:from:to:","private","SystemProgressMorph","Kernel"
"show:from:to:during:","private","SystemProgressMorph","Kernel"
"openInWorld","as yet unclassified","SystemProgressMorph","Kernel"
"heading","t-rotating","SystemProgressMorph","Kernel"
"refresh","updating","SystemProgressMorph","Kernel"
"recenter","updating","SystemProgressMorph","Kernel"
"morphicLayerNumber","initialization","SystemProgressMorph","Kernel"
"dismissViaHalo","submorphs-add/remove","SystemProgressMorph","Kernel"
"rotationDegrees","t-rotating","SystemProgressMorph","Kernel"
"reposition","private","SystemProgressMorph","Kernel"
"categories","accessing-categories","SystemReporter","Kernel"
"categorySelected:","accessing-categories","SystemReporter","Kernel"
"categoriesFrame","display","SystemReporter","Kernel"
"addAll:","display","SystemReporter","Kernel"
"reportWorkingCopies:","reporting","SystemReporter","Kernel"
"copyReportToClipboard","accessing-report","SystemReporter","Kernel"
"selectAllCategories","accessing-categories","SystemReporter","Kernel"
"reportImageParameters:","reporting","SystemReporter","Kernel"
"reportVM:","reporting","SystemReporter","Kernel"
"updateReport","updating","SystemReporter","Kernel"
"categoryAt:","accessing-categories","SystemReporter","Kernel"
"reportVMStats:","reporting","SystemReporter","Kernel"
"reportWin32HardwareDetails:","reporting","SystemReporter","Kernel"
"initialize","initialization","SystemReporter","Kernel"
"reportText","accessing-report","SystemReporter","Kernel"
"writeContentsSafelyFromFile:on:","private","SystemReporter","Kernel"
"reportWin32OSDetails:","reporting","SystemReporter","Kernel"
"categoryAt:put:","accessing-categories","SystemReporter","Kernel"
"reportImage:","reporting","SystemReporter","Kernel"
"categoryList","accessing-categories","SystemReporter","Kernel"
"reportFrame","display","SystemReporter","Kernel"
"reportOS:","reporting","SystemReporter","Kernel"
"enumerate:on:","private","SystemReporter","Kernel"
"header:on:","printing-report","SystemReporter","Kernel"
"reportMenu:","accessing-report","SystemReporter","Kernel"
"initialExtent","accessing-ui","SystemReporter","Kernel"
"buildInformationList","items creation","SystemReporter","Kernel"
"reportSources:","reporting","SystemReporter","Kernel"
"reportVMParameters:","reporting","SystemReporter","Kernel"
"buildInformationText","items creation","SystemReporter","Kernel"
"reportOSEnvironment:","reporting","SystemReporter","Kernel"
"categoryMenu:","accessing-categories","SystemReporter","Kernel"
"reportLinuxOSDetails:","reporting","SystemReporter","Kernel"
"refresh","accessing-categories","SystemReporter","Kernel"
"extent","accessing-ui","SystemReporter","Kernel"
"reportWin32GFXDetails:","reporting","SystemReporter","Kernel"
"reportVMOptions:","reporting","SystemReporter","Kernel"
"enumerate:startAt:on:","private","SystemReporter","Kernel"
"label","accessing-ui","SystemReporter","Kernel"
"reportModules:","reporting","SystemReporter","Kernel"
"selectNoCategories","accessing-categories","SystemReporter","Kernel"
"open","display","SystemReporter","Kernel"
"add:method:","accessing-categories","SystemReporter","Kernel"
"categorySelected","accessing-categories","SystemReporter","Kernel"
"reportWin32VMConfig:","reporting","SystemReporter","Kernel"
"reportRepositories:","reporting","SystemReporter","Kernel"
"vmBinary","origins","SystemResolver","Kernel"
"changes","origins","SystemResolver","Kernel"
"vmDirectory","origins","SystemResolver","Kernel"
"image","origins","SystemResolver","Kernel"
"imageDirectory","origins","SystemResolver","Kernel"
"primVmDirectoryPath","primitives","SystemResolver","Kernel"
"primImagePath","primitives","SystemResolver","Kernel"
"supportedOrigins","resolving","SystemResolver","Kernel"
"createResolver","running","SystemResolverTest","Kernel"
"testVmDirectory","testing","SystemResolverTest","Kernel"
"testVmBinary","testing","SystemResolverTest","Kernel"
"testImage","testing","SystemResolverTest","Kernel"
"testChanges","testing","SystemResolverTest","Kernel"
"testImageDirectory","testing","SystemResolverTest","Kernel"
"inputWidget","accessing","SystemSettingLauncher","Kernel"
"script","accessing","SystemSettingLauncher","Kernel"
"script:","accessing","SystemSettingLauncher","Kernel"
"defaultIcon","accessing","SystemSettingLauncher","Kernel"
"launch","accessing","SystemSettingLauncher","Kernel"
"highestUpdate:","accessing","SystemVersion","Kernel"
"shortVersionString","printing","SystemVersion","Kernel"
"date:","accessing","SystemVersion","Kernel"
"initialize","initialization","SystemVersion","Kernel"
"printOn:","printing","SystemVersion","Kernel"
"major:","accessing","SystemVersion","Kernel"
"highestUpdate","accessing","SystemVersion","Kernel"
"dottedMajorMinor","accessing","SystemVersion","Kernel"
"type","accessing","SystemVersion","Kernel"
"updates","accessing","SystemVersion","Kernel"
"majorMinorVersion","accessing","SystemVersion","Kernel"
"type:","accessing","SystemVersion","Kernel"
"minor","accessing","SystemVersion","Kernel"
"minor:","accessing","SystemVersion","Kernel"
"includesUpdate:","accessing","SystemVersion","Kernel"
"imageVersionString","printing","SystemVersion","Kernel"
"version","accessing","SystemVersion","Kernel"
"unregisterUpdate:","accessing","SystemVersion","Kernel"
"major","accessing","SystemVersion","Kernel"
"registerUpdate:","accessing","SystemVersion","Kernel"
"datedVersion","accessing-version strings","SystemVersion","Kernel"
"upgrade","upgrading","SystemVersion","Kernel"
"majorMinor:","accessing","SystemVersion","Kernel"
"date","accessing","SystemVersion","Kernel"
"suffix","accessing","SystemVersion","Kernel"
"resetHighestUpdate","accessing","SystemVersion","Kernel"
"suffix:","accessing","SystemVersion","Kernel"
"testUpgrade","as yet unclassified","SystemVersionTest","Kernel"
"testParseShortVersionString","as yet unclassified","SystemVersionTest","Kernel"
"testMajorMinorWithSeparatingString","as yet unclassified","SystemVersionTest","Kernel"
"testMajorMinorVersion","as yet unclassified","SystemVersionTest","Kernel"
"testDottedMajorMinor","tests","SystemVersionTest","Kernel"
"testUpgradeState","as yet unclassified","SystemVersionTest","Kernel"
"aboutText","*Polymorph-Widgets","SystemWindow","Kernel"
"taskbarButtonEntered:event:in:","*Polymorph-Widgets","SystemWindow","Kernel"
"shouldDropOnMouseUp","testing","SystemWindow","Kernel"
"openAsIsIn:","*Morphic-Base-Worlds","SystemWindow","Kernel"
"theme","*Polymorph-Widgets","SystemWindow","Kernel"
"labelString","*Polymorph-Widgets","SystemWindow","Kernel"
"announce:","announcement","SystemWindow","Kernel"
"initialize","*Polymorph-Widgets","SystemWindow","Kernel"
"amendSteppingStatus","stepping","SystemWindow","Kernel"
"removeLabelArea","*Polymorph-Widgets","SystemWindow","Kernel"
"activeFillStyle","*Polymorph-Widgets","SystemWindow","Kernel"
"addExpandBox","*Polymorph-Widgets","SystemWindow","Kernel"
"defaultBackgroundColor","*Polymorph-Widgets","SystemWindow","Kernel"
"openAsIs","open/close","SystemWindow","Kernel"
"collapse","resize/collapse","SystemWindow","Kernel"
"activate","*Polymorph-Widgets","SystemWindow","Kernel"
"adjustBorderUponDeactivationWhenLabeless","top window","SystemWindow","Kernel"
"wantsExpandBox","resize/collapse","SystemWindow","Kernel"
"removeMenuBox","geometry","SystemWindow","Kernel"
"existingPaneColor","panes","SystemWindow","Kernel"
"maximize","*Polymorph-Widgets","SystemWindow","Kernel"
"makeSecondTopmost","menu actions","SystemWindow","Kernel"
"paneTransition:","events","SystemWindow","Kernel"
"navigateFocusForward","*Polymorph-Widgets","SystemWindow","Kernel"
"setLabelWidgetAllowance","*Polymorph-Widgets","SystemWindow","Kernel"
"previousMorphInWindow","*Polymorph-Widgets","SystemWindow","Kernel"
"restoreAndActivate","*Polymorph-Widgets","SystemWindow","Kernel"
"replacePane:with:","panes","SystemWindow","Kernel"
"makeBordered","*Polymorph-Widgets","SystemWindow","Kernel"
"shadowOffsetRectangle","*Polymorph-Widgets","SystemWindow","Kernel"
"raisedColor","drawing","SystemWindow","Kernel"
"labelRect","geometry","SystemWindow","Kernel"
"taskbarThumbnailExtent","*Polymorph-Widgets","SystemWindow","Kernel"
"delete","open/close","SystemWindow","Kernel"
"lockInactivePortions","*Polymorph-Widgets","SystemWindow","Kernel"
"configureForEmbedding","*Polymorph-Widgets","SystemWindow","Kernel"
"fillStyleToUse","*Polymorph-Widgets","SystemWindow","Kernel"
"animateClose","*Polymorph-Widgets","SystemWindow","Kernel"
"expandBoxHit","*Polymorph-Widgets","SystemWindow","Kernel"
"collapseBoxHit","*Polymorph-Widgets","SystemWindow","Kernel"
"restoreBeforeGeneratingThumbnail","*Polymorph-Widgets","SystemWindow","Kernel"
"resetCollapsedFrame","*Polymorph-Widgets","SystemWindow","Kernel"
"taskbarButtonLeft:event:in:","*Polymorph-Widgets","SystemWindow","Kernel"
"inactiveFillStyle","*Polymorph-Widgets","SystemWindow","Kernel"
"rememberKeyboardFocus:","*Polymorph-Widgets","SystemWindow","Kernel"
"passivate","*Polymorph-Widgets","SystemWindow","Kernel"
"taskbarButtonFor:","*Polymorph-Widgets","SystemWindow","Kernel"
"removeEdgeGrips","*Polymorph-Widgets","SystemWindow","Kernel"
"setFramesForLabelArea","*Polymorph-Widgets","SystemWindow","Kernel"
"mouseUp:","events","SystemWindow","Kernel"
"openInWorldExtent:","open/close","SystemWindow","Kernel"
"layoutBounds","layout","SystemWindow","Kernel"
"isEmbedded","*Polymorph-Widgets","SystemWindow","Kernel"
"makeMeVisible","drawing","SystemWindow","Kernel"
"wantsToBeCachedByHand","testing","SystemWindow","Kernel"
"mouseEnterDragging:","events","SystemWindow","Kernel"
"widthOfFullLabelText","label","SystemWindow","Kernel"
"paneColorOrNil","*Polymorph-Widgets","SystemWindow","Kernel"
"createWindowGroup","menu actions","SystemWindow","Kernel"
"nextMorphAcrossInWindow","*Polymorph-Widgets","SystemWindow","Kernel"
"minimizeOrRestore","resize/collapse","SystemWindow","Kernel"
"mouseLeaveDragging:","events","SystemWindow","Kernel"
"removeGrips","*Polymorph-Widgets","SystemWindow","Kernel"
"hasMenuBox","*Polymorph-Widgets","SystemWindow","Kernel"
"isNotMinimized","*Polymorph-Widgets","SystemWindow","Kernel"
"taskbarIcon","*Polymorph-TaskbarIcons","SystemWindow","Kernel"
"activeLabelFillStyle","*Polymorph-Widgets","SystemWindow","Kernel"
"addCustomMenuItems:hand:","menu actions","SystemWindow","Kernel"
"playCloseSound","*Polymorph-Widgets","SystemWindow","Kernel"
"isResizeable","controls","SystemWindow","Kernel"
"mouseLeaveEvent:fromPane:","resize/collapse","SystemWindow","Kernel"
"setUpdatablePanesFrom:","panes","SystemWindow","Kernel"
"taskbarState","*Polymorph-Widgets","SystemWindow","Kernel"
"beWithoutGrips","*Polymorph-Widgets","SystemWindow","Kernel"
"fullscreenBounds","menu actions","SystemWindow","Kernel"
"configureForUnembedding","*Polymorph-Widgets","SystemWindow","Kernel"
"label","label","SystemWindow","Kernel"
"aboutTitle","*Polymorph-Widgets","SystemWindow","Kernel"
"deleteCloseBox","menu actions","SystemWindow","Kernel"
"basicActivate","*Polymorph-Widgets","SystemWindow","Kernel"
"unexpandedFrame:","resize/collapse","SystemWindow","Kernel"
"playMaximizeSound","*Polymorph-Widgets","SystemWindow","Kernel"
"activeOnlyOnTop:","top window","SystemWindow","Kernel"
"setLabelFont:","label","SystemWindow","Kernel"
"beResizeable","controls","SystemWindow","Kernel"
"defaultColor","initialization","SystemWindow","Kernel"
"preferredCornerStyle","*Polymorph-Widgets","SystemWindow","Kernel"
"fastFramingOn","resize/collapse","SystemWindow","Kernel"
"keyStroke:","*Polymorph-Widgets","SystemWindow","Kernel"
"defaultIsResizeable","controls","SystemWindow","Kernel"
"isNotRestored","*Polymorph-Widgets","SystemWindow","Kernel"
"openModal","open/close","SystemWindow","Kernel"
"openInWorld:extent:","open/close","SystemWindow","Kernel"
"createBox","initialization","SystemWindow","Kernel"
"basicLabel","*Polymorph-Widgets","SystemWindow","Kernel"
"taskbarLabel","*Polymorph-Widgets","SystemWindow","Kernel"
"paneMorphSatisfying:","panes","SystemWindow","Kernel"
"createCollapseBox","*Polymorph-Widgets","SystemWindow","Kernel"
"initializeLabelArea","*Polymorph-Widgets","SystemWindow","Kernel"
"worldTaskbar","*Polymorph-Widgets","SystemWindow","Kernel"
"doubleClickTimeout:","*Polymorph-Widgets","SystemWindow","Kernel"
"wantsGrips","*Polymorph-Widgets","SystemWindow","Kernel"
"fullFrame","resize/collapse","SystemWindow","Kernel"
"handlesKeyboard:","*Polymorph-Widgets","SystemWindow","Kernel"
"initializeShortcuts:","*Keymapping-Core","SystemWindow","Kernel"
"playOpenSound","*Polymorph-Widgets","SystemWindow","Kernel"
"collapseOrExpand","resize/collapse","SystemWindow","Kernel"
"stepAt:","stepping","SystemWindow","Kernel"
"allowedToClose","*Polymorph-Widgets","SystemWindow","Kernel"
"setPaneRectsFromBounds","geometry","SystemWindow","Kernel"
"hasCollapseBox","*Polymorph-Widgets","SystemWindow","Kernel"
"animateMinimize","*Polymorph-Widgets","SystemWindow","Kernel"
"mustNotClose","open/close","SystemWindow","Kernel"
"createExpandBox","*Polymorph-Widgets","SystemWindow","Kernel"
"playMinimizeSound","*Polymorph-Widgets","SystemWindow","Kernel"
"model:","*Polymorph-Widgets","SystemWindow","Kernel"
"unexpandedFrame","resize/collapse","SystemWindow","Kernel"
"openModal:","*Polymorph-Widgets","SystemWindow","Kernel"
"labelHeight","*Polymorph-Widgets","SystemWindow","Kernel"
"isResizeable:","controls","SystemWindow","Kernel"
"makeClosable","*Polymorph-Widgets","SystemWindow","Kernel"
"restore","*Polymorph-Widgets","SystemWindow","Kernel"
"closeBoxHit","*Polymorph-Widgets","SystemWindow","Kernel"
"addCornerGrips","*Polymorph-Widgets","SystemWindow","Kernel"
"setLabel:","label","SystemWindow","Kernel"
"taskbarButtonMenu:","*Polymorph-Widgets","SystemWindow","Kernel"
"paneMorphs","geometry","SystemWindow","Kernel"
"menuBox","*Polymorph-Widgets","SystemWindow","Kernel"
"getCollapsedFrame","resize/collapse","SystemWindow","Kernel"
"inactiveLabelFillStyle","*Polymorph-Widgets","SystemWindow","Kernel"
"updatePanesFromSubmorphs","top window","SystemWindow","Kernel"
"updatePaneColors","panes","SystemWindow","Kernel"
"removeCollapseBox","*Polymorph-Widgets","SystemWindow","Kernel"
"addPaneVSplitters","*Polymorph-Widgets","SystemWindow","Kernel"
"buildWindowMenu","*Polymorph-Widgets","SystemWindow","Kernel"
"activeTitleFillStyle","*Polymorph-Widgets","SystemWindow","Kernel"
"createCloseBox","*Polymorph-Widgets","SystemWindow","Kernel"
"topWindow","top window","SystemWindow","Kernel"
"getBoundsWithFlex","resize/collapse","SystemWindow","Kernel"
"extent:","resize/collapse","SystemWindow","Kernel"
"fullscreenMargin","settings","SystemWindow","Kernel"
"addPaneVSplitterBetween:and:","*Polymorph-Widgets","SystemWindow","Kernel"
"indicateModalChild","*Polymorph-Widgets","SystemWindow","Kernel"
"animateRestore","*Polymorph-Widgets","SystemWindow","Kernel"
"defaultBorderColor","initialization","SystemWindow","Kernel"
"makeUnclosable","menu actions","SystemWindow","Kernel"
"doFastWindowReframe:","resize/collapse","SystemWindow","Kernel"
"doubleClick:","*Polymorph-Widgets","SystemWindow","Kernel"
"modalChild","*Polymorph-Widgets","SystemWindow","Kernel"
"gradientWithColor:","initialization","SystemWindow","Kernel"
"restoreDefaultPaneColor","panes","SystemWindow","Kernel"
"setWindowColor","menu actions","SystemWindow","Kernel"
"window","*Polymorph-Widgets","SystemWindow","Kernel"
"fallbackMenuOn:","menu building","SystemWindow","Kernel"
"addMorph:fullFrame:","*Polymorph-Widgets","SystemWindow","Kernel"
"boxExtent","initialization","SystemWindow","Kernel"
"paneColorTracksModel","*Polymorph-Widgets","SystemWindow","Kernel"
"addCollapseBox","*Polymorph-Widgets","SystemWindow","Kernel"
"replaceBoxes","*Polymorph-Widgets","SystemWindow","Kernel"
"externalName","label","SystemWindow","Kernel"
"setExpandBoxBalloonText","*Polymorph-Widgets","SystemWindow","Kernel"
"wantsStepsWhenCollapsed","stepping","SystemWindow","Kernel"
"stepTime","stepping","SystemWindow","Kernel"
"handlesDropShadowInHand","*Polymorph-Widgets","SystemWindow","Kernel"
"labelWidgetAllowance","label","SystemWindow","Kernel"
"bringBehind:","*Polymorph-Widgets","SystemWindow","Kernel"
"relabel","label","SystemWindow","Kernel"
"beUnresizeable","controls","SystemWindow","Kernel"
"doFastFrameDrag:","events","SystemWindow","Kernel"
"makeBorderless","*Polymorph-Widgets","SystemWindow","Kernel"
"navigationKey:","*Polymorph-Widgets","SystemWindow","Kernel"
"aboutToBeGrabbedBy:","dropping/grabbing","SystemWindow","Kernel"
"addPaneSplitters","*Polymorph-Widgets","SystemWindow","Kernel"
"discoveredMenuPragmaKeyword","menu building","SystemWindow","Kernel"
"collapsedFrame","resize/collapse","SystemWindow","Kernel"
"close","open/close","SystemWindow","Kernel"
"setStripeColorsFrom:","*Polymorph-Widgets","SystemWindow","Kernel"
"secondaryPaneTransition:divider:","events","SystemWindow","Kernel"
"modalOwner","*Polymorph-Widgets","SystemWindow","Kernel"
